STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform
3263.0,"WULAR LAKE AT NINGLI 
NALLAH",LAKE,"JAMMU & 
KASHMIR",12,25,3.9,6.3,7.3,7.4,106,281,0.1,1.5,-,-,-,-,-,-
3264.0,WULAR LAKE AT WATLAB,LAKE,"JAMMU & 
KASHMIR",17,25,3.6,8.7,7.1,7.4,108,269,0.1,3.1,-,-,-,-,-,-
3265.0,WULAR LAKE ATKANIBATH,LAKE,"JAMMU & 
KASHMIR",20,24,4.1,8.4,7.2,7.3,250,278,2.0,4.1,-,-,-,-,-,-
3266.0,"WULAR LAKE AT ENTRY PT OF 
ERIN NALLAH",LAKE,"JAMMU & 
KASHMIR",15,21,3.3,5.4,7.2,7.3,108,180,0.1,2.2,-,-,-,-,-,-
4040.0,DAL AT ASHAIBAGH BRIDGE,LAKE,"JAMMU & 
KASHMIR",19,30,5.6,8.7,7.6,8.2,143,227,1.0,2.6,-,-,-,-,-,-
4041.0,DAL AT NAYADYAR,LAKE,"JAMMU & 
KASHMIR",14,29,0.9,3.4,7.0,7.7,316,686,3.2,16.9,-,-,-,-,-,-
4042.0,DAL AT JOGILANKER,LAKE,"JAMMU & 
KASHMIR",14,29,0.5,3.2,7.1,7.5,350,708,3.6,17.4,-,-,-,-,-,-
4043.0,ANCHAR AT SINDH INFLOW,LAKE,"JAMMU & 
KASHMIR",13,27,2.7,8.0,7.3,7.8,125,528,1.4,3.6,-,-,-,-,-,-
4044.0,ANCHAR AT CENTRAL SITE,LAKE,"JAMMU & 
KASHMIR",16,30,2.7,7.2,7.1,7.6,228,417,1.6,4.5,-,-,-,-,-,-
4045.0,ANCHAR AT SANGAM,LAKE,"JAMMU & 
KASHMIR",17,29,0.7,4.5,7.1,7.3,185,520,2.4,4.9,-,-,-,-,-,-
4046.0,ANCHAR NEAR LKIMS,LAKE,"JAMMU & 
KASHMIR",19,29,0.7,2.6,7.1,8.3,205,505,3.4,6.4,-,-,-,-,-,-
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
4047.0,"ANCHAR AT JENAB SAHAB 
SOURA",LAKE,"JAMMU & 
KASHMIR",17,27,1.0,2.2,7.0,7.2,194,493,4.0,6.2,-,-,-,-,-,-
4048.0,WULAR AT SADERKOTE,LAKE,"JAMMU & 
KASHMIR",19,24,1.8,7.3,7.0,7.2,103,499,2.4,10.4,-,-,-,-,-,-
4049.0,WULAR AT ZALWAN,LAKE,"JAMMU & 
KASHMIR",18,19,2.8,7.2,7.0,7.6,90,241,1.6,5.8,-,-,-,-,-,-
4050.0,WULAR AT LANKRISH PORA,LAKE,"JAMMU & 
KASHMIR",16,16,3.5,3.5,7.1,7.1,260,260,5.8,5.8,-,-,-,-,-,-
2394.0,TOP CHANCHI LAKE,LAKE,JHARKHAND,15,33,7.4,7.9,7.4,7.6,-,-,0.9,1.5,-,-,-,-,-,-
2398.0,"DIMNA LAKE, DIMNA",LAKE,JHARKHAND,15,33,7.2,7.8,7.4,7.5,152,162,0.7,1.1,1.28,1.76,-,-,-,-
2402.0,HAZARIBAGH MEETHAJHIL,LAKE,JHARKHAND,16,29,6.4,8.3,6.7,7.6,-,-,1.1,2.8,-,-,-,-,-,-
2393.0,"SHIV GANGA POND, DEOGHAR",POND,JHARKHAND,16,35,8.0,8.8,7.2,8.6,308,318,2.1,18.8,-,-,-,-,-,-
4491.0,"HOLY POND OF SHIV GANGA 
JARMUNDI, DUMKA",POND,JHARKHAND,15,37,4.5,4.8,8.2,8.6,300,312,2.2,2.6,-,-,-,-,-,-
4740.0,"LOCO TALAB ) PUMPU TALAB), 
AT- BARMASIA, DHANBAD",POND,JHARKHAND,15,32,1.8,5.6,7.2,7.7,-,-,4.8,15.1,-,-,-,-,-,-
4741.0,"RANIBANDH TALAB NEAR ISM, 
DHANBAD",POND,JHARKHAND,14,30,1.8,6.0,7.1,7.6,-,-,10.5,14.0,-,-,-,-,-,-
1388.0,"ULSOOR LAKE TRAINING 
CENTRE OF FISH BREEDING,",LAKE,KARNATAKA,25,27,3.4,8.5,7.0,9.3,317,479,3.0,60.0,0.50,4.31,940,34000,5400,240000
1446.0,"HEBALLA VALLEY LAKE AT D/S 
ROAD BRIDGE NR. MANDYA,",LAKE,KARNATAKA,23,28,2.0,6.1,7.5,8.2,387,891,3.0,5.8,2.40,7.50,330,1200,2200,4300
3582.0,HEBBAL LAKE,LAKE,KARNATAKA,20,34,0.3,3.6,7.4,8.5,1076,2490,9.0,17.2,0.83,11.30,2100,4300,8400,13000
3583.0,KUKKARAHALLI LAKE,LAKE,KARNATAKA,21,29,6.0,6.9,7.9,9.2,512,633,2.8,5.2,1.00,2.80,580,1700,4300,6300
3584.0,DALAVAI LAKE,LAKE,KARNATAKA,21,32,0.5,3.2,7.3,8.3,722,1176,7.4,15.2,1.90,5.30,2100,6300,8400,14000
3585.0,YENNEHOLE LAKE,LAKE,KARNATAKA,19,33,0.3,2.8,7.4,8.4,919,1168,9.6,16.0,2.10,8.40,2100,7000,8400,15000
3586.0,LIMBHABUDI LAKE,LAKE,KARNATAKA,20,32,4.5,6.0,7.5,8.8,612,1270,3.5,7.5,3.40,7.60,1100,2200,4800,7000
3587.0,SHETTYKERE LAKE,LAKE,KARNATAKA,20,32,5.2,6.5,7.5,8.8,494,978,3.0,6.0,1.20,6.50,910,2100,4800,6300
3591.0,KEMPAMBUDHI LAKE,LAKE,KARNATAKA,24,31,4.1,11.5,6.6,8.3,397,723,3.4,17.0,0.01,4.00,1700,330000,9200,3500000
3592.0,YEDIYUR LAKE,LAKE,KARNATAKA,24,30,4.0,8.4,7.3,9.2,250,725,3.0,16.0,0.31,3.20,940,15000,5400,160000
3593.0,ULSOOR LAKE TEMPLE,LAKE,KARNATAKA,25,27,3.5,11.3,7.0,9.0,320,500,3.0,25.0,0.90,2.35,4100,210000,24000,1600000
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
3601.0,KARIHOBANAHALLI LAKE,LAKE,KARNATAKA,23,30,0.9,5.3,6.5,7.9,992,2644,6.0,32.0,1.00,57.00,630,94000,5400,540000
3602.0,BELLANDUR LAKE,LAKE,KARNATAKA,25,29,0.3,6.5,6.5,7.5,554,2107,0.5,32.0,1.61,16.00,12000,7000000,92000,54000000
3608.0,VARTHUR LAKE,LAKE,KARNATAKA,25,29,0.3,6.8,6.5,8.1,880,1520,3.0,174.0,1.85,7.60,7000,23000000,54000,240000000
3609.0,IBBALUR LAKE,LAKE,KARNATAKA,25,28,0.5,6.2,6.6,8.0,328,1386,3.5,31.0,0.51,10.00,330,3300000,3500,24000000
3610.0,TUBRAHALLI LAKE,LAKE,KARNATAKA,24,30,0.5,10.5,6.8,8.4,1250,2050,6.0,70.0,1.20,4.56,4800,2100000,7000,16000000
3611.0,KAIKONDANAHALLI LAKE,LAKE,KARNATAKA,25,29,3.4,6.5,6.9,8.0,702,1961,3.0,20.0,0.60,9.00,3300,94000,24000,540000
3612.0,AGARAM LAKE,LAKE,KARNATAKA,25,28,3.7,6.8,6.8,7.5,814,1103,3.4,15.0,0.72,8.00,4800,70000,35000,920000
3613.0,GOTTIGERE LAKE,LAKE,KARNATAKA,25,25,6.1,6.1,6.5,6.5,1101,1101,4.0,4.0,1.90,1.90,17000,17000,92000,92000
3614.0,PUTTENAHALLI LAKE (S),LAKE,KARNATAKA,25,28,3.8,7.1,6.7,7.9,688,1410,2.7,9.0,0.65,4.50,330,110000,3500,920000
3615.0,ARAKERE LAKE,LAKE,KARNATAKA,25,28,2.6,7.2,6.5,7.9,720,1961,3.0,45.0,1.20,6.50,790,46000,9200,350000
3616.0,KALENA AGRAHARA LAKE,LAKE,KARNATAKA,25,29,3.4,7.0,6.6,7.9,682,1338,3.1,13.0,0.64,12.00,340,70000,3500,920000
3617.0,HULIMAVU LAKE,LAKE,KARNATAKA,25,28,4.0,7.1,6.5,7.7,370,1343,2.6,11.0,1.00,2.40,840,79000,9200,540000
3618.0,SINGASANDRA LAKE,LAKE,KARNATAKA,25,29,4.1,11.5,6.4,8.0,378,1472,2.6,20.0,0.70,3.21,630,120000,5400,920000
3620.0,PARAPPANA AGRAHARA LAKE,LAKE,KARNATAKA,25,28,1.0,6.2,6.4,8.1,641,1482,3.0,24.0,1.06,3.30,630,130000,5400,920000
3621.0,HARALAKUNTE LAKE,LAKE,KARNATAKA,25,29,0.3,8.4,6.7,7.9,510,1069,3.4,39.0,0.71,11.00,410,3400000,3500,24000000
3624.0,PUTTENAHALLI LAKE,LAKE,KARNATAKA,25,30,3.8,6.7,5.3,8.0,575,1100,3.0,13.0,0.84,12.00,460,140000,5400,920000
3625.0,HEBBAL LAKE,LAKE,KARNATAKA,25,28,2.4,6.5,6.0,7.7,178,702,2.0,15.0,0.40,5.89,1500,1400000,16000,9200000
3627.0,JAKKUR LAKE,LAKE,KARNATAKA,25,31,2.3,5.8,6.4,9.8,702,1160,7.0,39.0,0.90,7.32,630,1200000,5400,9200000
3628.0,AMRUTHAHALLI LAKE,LAKE,KARNATAKA,25,30,3.0,6.1,6.4,8.2,266,1184,3.0,17.0,0.46,3.77,1700,940000,16000,5400000
3644.0,MULBHAGAL LAKE,LAKE,KARNATAKA,25,25,5.3,5.3,6.9,6.9,1264,1264,7.0,7.0,2.40,2.40,4600,4600,35000,35000
3645.0,DEVARAYASAMUDRA LAKE,LAKE,KARNATAKA,25,25,6.3,6.3,6.6,6.6,182,182,4.0,4.0,0.46,0.46,4100,4100,24000,24000
3646.0,NARASAPURA LAKE,LAKE,KARNATAKA,23,28,3.4,9.0,7.4,8.2,685,924,3.0,8.0,1.40,5.20,940,12000,5400,92000
3649.0,BUGUDANAHALLI LAKE,LAKE,KARNATAKA,18,32,4.5,7.0,6.1,8.3,135,1612,2.0,8.0,0.12,3.83,390,1200000,5400,9200000
3654.0,GOTTIGERE LAKE,LAKE,KARNATAKA,25,33,0.5,6.0,5.5,7.8,340,2014,6.0,36.0,0.86,10.00,84,40000,920,350000
3679.0,BHUTANALA LAKE,LAKE,KARNATAKA,24,30,6.1,8.9,8.1,8.8,386,1200,1.1,9.9,0.61,3.96,500,920,900,1600
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
3680.0,KILLA LAKE,LAKE,KARNATAKA,22,26,6.3,8.9,7.7,8.8,316,456,1.0,4.7,0.52,3.76,350,920,900,1600
3685.0,NAVALOORU LAKE,LAKE,KARNATAKA,24,26,6.5,7.1,7.4,8.3,525,790,3.3,4.3,0.69,0.99,9,120,120,788
4094.0,"GANGONDANA HALLI LAKE, 
BENGALURU NORTH",LAKE,KARNATAKA,24,36,0.2,6.9,5.7,7.2,243,2887,4.0,258.0,0.87,16.00,3300,1200000,24000,9200000
4095.0,"CHIKKABANVARA LAKE, 
CHIKKABANWARA, 
BENGALURU NORTH",LAKE,KARNATAKA,25,32,0.6,6.0,6.0,7.9,419,1954,3.3,36.0,1.40,11.00,1700,84000,9200,1600000
4096.0,"ANDHRAHALLI LAKE, 
ANDHRAHALLI, BENGALURU",LAKE,KARNATAKA,24,36,0.1,6.4,6.5,8.2,306,1572,4.0,30.0,0.72,15.00,940,460000,5400,5400000
4097.0,"KACHOHALLI LAKE, 
KACHOHALLI, BENGALURU 
NORTH",LAKE,KARNATAKA,24,37,0.5,6.7,6.7,7.5,1204,2278,2.0,39.0,1.30,13.00,490,150000,5400,1600000
4504.0,SARAKKI LAKE,LAKE,KARNATAKA,24,30,3.5,7.0,6.6,8.2,329,920,3.0,9.0,0.34,14.00,1100,34000,9200,240000
4505.0,NELAMANGALA LAKE,LAKE,KARNATAKA,25,30,4.0,6.5,6.2,9.2,121,2047,3.0,35.0,0.33,20.10,700,1700000,5400,9200000
4506.0,ABBIGERE LAKE,LAKE,KARNATAKA,24,33,0.4,5.9,6.5,7.0,425,1553,5.0,11.0,0.80,14.00,700,63000,5400,540000
4507.0,CHELEKERE LAKE,LAKE,KARNATAKA,25,31,3.2,7.4,6.1,8.0,267,945,2.0,16.0,0.48,5.60,480,170000,3500,1600000
4508.0,SINGAPURA LAKE,LAKE,KARNATAKA,25,31,0.5,6.0,6.4,8.0,594,1954,3.0,30.0,1.20,13.90,4000,1200000,35000,92000000
4509.0,NARASIPURA LAKE,LAKE,KARNATAKA,24,31,4.0,7.2,6.0,7.9,267,741,2.0,8.0,0.68,4.00,790,2300000,9200,35000000
4510.0,RACHENAHALLI LAKE,LAKE,KARNATAKA,25,31,2.1,5.7,6.6,9.7,729,1368,4.0,30.0,0.77,6.00,6300,46000,54000,540000
4514.0,SADRAMANGALA LAKE,LAKE,KARNATAKA,25,28,3.4,6.2,6.1,7.8,577,1405,4.0,10.0,0.03,3.40,480,63000,2400,540000
4515.0,BATTARAHALLI LAKE,LAKE,KARNATAKA,25,28,2.4,6.8,6.6,8.2,757,1164,5.0,15.0,0.90,3.08,4600,490000,34000,2400000
4516.0,KUNDALAHALLI LAKE,LAKE,KARNATAKA,24,26,4.2,6.9,7.1,7.8,882,1405,3.0,10.0,0.03,3.30,480,17000,3500,160000
4517.0,KOWDHENAHALLI LAKE,LAKE,KARNATAKA,25,27,3.2,8.2,6.1,7.1,287,928,3.0,15.0,1.20,6.71,4100,150000,54000,1600000
4518.0,GARUDACHARPALYA LAKE,LAKE,KARNATAKA,25,26,2.0,6.1,6.4,8.7,470,885,4.0,15.0,0.48,10.00,700,21000,5400,160000
4519.0,RAMPURA LAKE,LAKE,KARNATAKA,25,26,0.3,3.0,6.1,7.2,528,1413,6.6,128.0,0.91,13.30,11000,940000,92000,5400000
4520.0,CHINNAPANHALLI LAKE,LAKE,KARNATAKA,24,27,0.5,5.2,7.0,9.2,729,1309,6.0,37.5,1.50,11.00,4100,94000,35000,920000
4521.0,DEVARABEESANAHALLI LAKE,LAKE,KARNATAKA,25,29,2.8,11.0,6.6,8.0,680,1228,3.2,14.0,0.13,3.30,460,63000,3500,540000
4523.0,NALLURAHALLI LAKE,LAKE,KARNATAKA,29,29,1.4,3.0,7.2,7.3,1176,1314,10.0,17.0,4.00,14.00,46000,70000,540000,540000
4524.0,PATTANDUR AGARAHARA,LAKE,KARNATAKA,24,29,1.0,5.8,6.7,7.6,445,1415,4.0,12.0,0.70,10.00,4100,330000,24000,3500000
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
4525.0,SEETHARAM PALYA LAKE,LAKE,KARNATAKA,24,29,1.0,4.1,6.7,7.5,1082,2293,9.0,37.0,0.19,16.00,3300,150000,35000,1600000
4529.0,KASAVANAHALLI LAKE,LAKE,KARNATAKA,25,28,3.6,5.6,6.8,8.0,738,1330,3.0,10.0,1.15,1.90,7900,4800000,54000,35000000
4533.0,ULLALU LAKE,LAKE,KARNATAKA,23,29,2.4,7.2,6.9,8.2,917,1883,4.0,9.0,2.61,47.00,460,11000,3500,92000
4534.0,SOMPURA LAKE,LAKE,KARNATAKA,25,32,4.7,7.0,6.3,7.6,268,871,2.0,5.0,0.30,4.47,1200,43000,9200,540000
4535.0,GUBBALAL KERE,LAKE,KARNATAKA,25,31,0.6,6.5,6.7,7.8,1073,2298,4.0,32.0,3.00,7.00,460,4800000,3500,35000000
4536.0,HOSAKEREHALLI LAKE,LAKE,KARNATAKA,20,32,2.4,6.7,6.3,7.9,380,1648,3.0,16.0,1.09,4.10,540,700000,9200,5400000
4537.0,CHINNAKURCHI KERE,LAKE,KARNATAKA,24,32,5.0,6.9,6.5,8.2,248,593,3.0,5.0,0.61,5.00,1200,70000,9200,350000
4538.0,MACHOHALLI LAKE,LAKE,KARNATAKA,23,37,1.0,6.6,6.0,7.4,607,3008,2.0,57.0,1.11,8.11,630,94000,5400,540000
4539.0,DODDABIDARAKALLU LAKE,LAKE,KARNATAKA,24,35,0.1,7.0,6.5,7.9,294,2086,3.0,38.0,1.39,20.00,1100,1200000,16000,9200000
4540.0,KAMMGONDANAHALLI LAKE,LAKE,KARNATAKA,24,32,1.0,6.1,6.1,8.5,313,1553,3.6,120.0,2.00,6.32,790,1100000,5400,9200000
4542.0,BASAVANAPURA LAKE,LAKE,KARNATAKA,25,28,1.9,9.4,6.8,7.9,600,1254,4.0,13.0,0.97,3.40,460,48000,3500,350000
4543.0,KODI SINGASANDRA LAKE,LAKE,KARNATAKA,25,29,3.8,6.5,6.7,8.0,337,1104,3.4,18.0,0.68,13.20,1700,110000,9200,1600000
4544.0,KOTHUNURU LAKE,LAKE,KARNATAKA,25,28,2.6,12.0,6.7,7.6,332,1000,4.2,30.0,0.47,3.30,790,23000,9200,350000
4545.0,JUNGU KERE,LAKE,KARNATAKA,28,28,3.5,6.2,7.3,7.6,868,1197,4.0,16.0,3.00,9.00,700,7900,5400,92000
4546.0,JAKKSANDRA LAKE,LAKE,KARNATAKA,25,28,1.0,6.3,6.8,7.5,625,1236,4.0,10.0,0.67,13.00,1200,14000,9200,92000
4547.0,SWARANA KUNTE,LAKE,KARNATAKA,25,28,4.1,6.0,7.0,7.8,660,1066,4.0,8.0,0.78,3.00,940,140000,5400,1600000
3559.0,HULLIGE TANK,TANK,KARNATAKA,20,28,6.8,7.2,7.1,8.7,260,418,3.0,6.0,0.10,0.30,350,1100,1600,3500
3560.0,MAVENAKERE TANK,TANK,KARNATAKA,24,30,3.8,8.6,8.6,9.4,810,3142,16.0,39.0,0.10,1.25,6300,28000,22000,92000
3561.0,HUNDIKERE (KOPPAL) TANK,TANK,KARNATAKA,20,28,6.8,7.2,7.5,9.1,278,521,4.0,6.0,0.10,0.30,580,1100,2100,3500
3565.0,PILIKULA TANK,TANK,KARNATAKA,27,32,5.3,7.6,6.6,7.4,128,166,2.0,3.0,0.08,2.49,2,1600,7,1600
3588.0,KARANJIKERE TANK,TANK,KARNATAKA,21,26,4.5,6.7,7.2,8.4,552,868,3.0,7.2,1.50,5.00,780,1300,4300,6300
3589.0,MADIWALA TANK,TANK,KARNATAKA,25,28,4.5,6.9,6.5,7.6,487,1661,3.0,9.0,0.83,3.80,940,940000,5400,9200000
3590.0,LALBAGH TANK,TANK,KARNATAKA,24,30,4.0,8.2,6.9,8.2,399,592,4.0,9.0,0.12,3.31,230,14000,3500,160000
3594.0,SANKEY TANK,TANK,KARNATAKA,25,27,3.6,7.6,6.5,8.6,357,570,3.0,8.0,0.18,4.59,230,70000,3500,540000
3595.0,BYRASANDRA TANK,TANK,KARNATAKA,25,28,0.5,6.3,6.0,8.3,426,1469,4.0,41.0,0.58,4.00,4600,210000,54000,1600000
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
3596.0,NAYANDANAHALLI TANK,TANK,KARNATAKA,22,28,4.0,6.8,5.6,6.6,187,415,3.0,6.0,0.41,2.89,700,150000,5400,1600000
3597.0,HESARAGHATTA TANK,TANK,KARNATAKA,24,34,0.9,6.7,6.3,7.7,76,1852,2.0,31.0,0.82,4.50,790,170000,9200,1600000
3598.0,HEROHALLI TANK,TANK,KARNATAKA,23,36,2.5,12.0,6.7,8.7,124,1228,4.0,29.0,1.15,4.70,700,1200000,5400,9200000
3599.0,MADAVARA TANK,TANK,KARNATAKA,23,35,3.0,6.2,6.2,8.5,525,1594,4.0,20.0,1.00,5.90,79,48000,9200,350000
3600.0,SHIVAPURA TANK,TANK,KARNATAKA,22,30,0.5,8.4,6.5,8.2,1114,3780,6.0,46.0,2.42,16.00,1100,1500000,9200,16000000
3603.0,VENGAIHNAKERE,TANK,KARNATAKA,25,33,0.5,6.5,6.6,7.5,277,1791,4.0,50.0,1.66,12.20,840,480000,9200,5400000
3604.0,DODDANAKUNDI TANK,TANK,KARNATAKA,25,25,4.6,5.3,6.2,6.9,714,791,5.0,8.0,1.10,3.61,6300,17000,54000,92000
3605.0,YELLAMALLAPPA TANK,TANK,KARNATAKA,25,28,0.5,5.8,6.3,7.7,637,1988,4.0,51.0,1.40,29.00,790,94000,16000,920000
3606.0,DASARAHALLI TANK,TANK,KARNATAKA,24,33,0.6,13.5,6.4,7.6,243,1354,3.0,13.0,0.73,13.00,700,48000,5400,350000
3607.0,KALKERE TANK,TANK,KARNATAKA,25,28,0.5,8.6,6.0,8.2,525,1973,4.0,40.0,0.83,7.40,4600,1400000,35000,9200000
3619.0,BEGUR TANK,TANK,KARNATAKA,25,28,2.0,6.2,6.5,7.9,726,1478,3.0,29.0,0.60,8.73,400,120000,3500,920000
3623.0,ANEKAL DODDAKERE TANK,TANK,KARNATAKA,25,30,3.3,8.2,6.5,8.3,351,2770,2.0,22.0,1.10,7.46,460,140000,3500,920000
3626.0,NAGAVARA TANK,TANK,KARNATAKA,25,32,2.1,8.5,6.4,7.9,267,1185,3.0,21.0,0.80,5.80,120,46000000,920,350000000
3629.0,ALLASANDRA TANK,TANK,KARNATAKA,25,30,3.0,7.5,7.0,9.0,474,1445,4.0,13.0,1.00,3.30,4600,3300000,35000,24000000
3630.0,YELAHANKA TANK,TANK,KARNATAKA,25,31,0.5,7.8,5.9,9.7,428,1443,2.0,35.0,1.22,6.90,3300,110000,35000,1600000
3632.0,VEERAPURA TANK,TANK,KARNATAKA,24,26,0.5,6.1,6.3,7.8,262,2880,4.0,77.0,0.90,5.74,630,940000,5400,5400000
3633.0,SUBRAMANYAPURA TANK,TANK,KARNATAKA,25,34,3.8,7.0,6.4,7.9,920,1853,4.0,28.0,1.40,7.72,580,58000,9200,920000
3634.0,DEVARAKERE TANK,TANK,KARNATAKA,24,35,3.5,6.8,6.5,7.7,261,1936,2.6,9.0,0.61,2.18,460,130000,5400,920000
3635.0,MALATHAHALLI TANK,TANK,KARNATAKA,20,29,0.3,5.2,6.6,7.9,912,1570,5.0,95.0,2.10,11.00,6300,15000000,54000,160000000
3636.0,BANDEMATTA TANK,TANK,KARNATAKA,24,29,0.5,6.1,6.5,8.0,670,1276,4.0,15.0,2.00,11.70,4300,15000,35000,160000
3637.0,BYRAMANGALA TANK,TANK,KARNATAKA,25,26,0.9,6.5,6.5,7.6,850,1330,4.0,28.0,0.32,5.40,1400,140000,9200,1600000
3638.0,ANNAYAPPA TANK,TANK,KARNATAKA,24,31,4.3,6.7,6.5,8.0,225,400,3.0,8.0,0.02,3.10,480,11000,3500,92000
3639.0,KENGERI TANK,TANK,KARNATAKA,24,30,2.8,6.8,6.5,7.6,314,1822,3.2,13.0,0.65,6.81,4600,94000,35000,920000
3640.0,UTTARAHALLI DORAIKERE,TANK,KARNATAKA,25,35,2.5,5.8,6.7,9.0,165,681,5.0,59.0,0.50,5.78,2300,940000,35000,5400000
3641.0,DHOREKERE TANK,TANK,KARNATAKA,24,35,0.5,7.5,6.5,8.1,402,990,4.0,83.0,0.19,6.00,940,460000,9200,3500000
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
3642.0,JIGANI TNAK,TANK,KARNATAKA,25,27,3.6,8.5,6.3,8.2,393,1378,3.0,18.0,1.00,5.90,460,170000,5400,1600000
3643.0,BEENNIGANAHALLI TANK,TANK,KARNATAKA,24,27,0.8,8.3,6.6,8.2,302,865,3.0,16.0,1.00,2.50,1200,46000,9200,540000
3648.0,MYDALA TANK,TANK,KARNATAKA,25,32,3.2,7.6,6.6,8.0,133,415,2.0,12.0,0.29,4.00,460,11000,5400,92000
3650.0,MELEKOTE TANK,TANK,KARNATAKA,20,32,1.0,6.0,6.5,7.9,519,1443,4.0,12.0,0.49,9.00,460,940000,5400,5400000
3651.0,BHEEMSANDRA TANK,TANK,KARNATAKA,19,32,1.0,6.4,6.8,7.9,926,1719,6.1,19.0,1.00,20.50,460,70000,3500,350000
3653.0,DODDAKERE TANK,TANK,KARNATAKA,24,31,4.5,7.6,6.2,8.2,136,556,2.0,8.0,0.32,4.40,63,15000,540,160000
3656.0,NALLIKATTE KERE TANK,TANK,KARNATAKA,27,27,4.6,4.6,7.7,7.7,510,510,3.0,3.0,0.20,0.20,680,680,3900,3900
3657.0,"KANCHANAHALLI KOPPALU 
KERE",TANK,KARNATAKA,24,28,3.6,5.2,8.0,8.2,1410,3260,4.0,8.0,0.70,1.30,680,930,4300,7900
3659.0,MAKANA KERE,TANK,KARNATAKA,24,28,2.8,5.1,7.3,7.8,580,1190,3.6,6.0,0.13,0.68,920,3400,7000,17000
3660.0,HUNASINA KERE TANK,TANK,KARNATAKA,24,28,4.9,6.5,7.5,7.9,430,530,1.8,3.0,0.14,0.20,340,780,2400,4900
3661.0,"KOKKANAGHATTADODDAKERE 
TANK",TANK,KARNATAKA,24,28,4.7,6.8,7.7,8.5,470,1470,3.0,5.0,0.32,1.40,320,780,2400,4000
3662.0,KOUSHIKA KERE,TANK,KARNATAKA,23,28,5.3,6.9,7.7,8.0,390,450,2.0,2.4,0.13,0.26,170,260,1100,2200
3663.0,JOLADAKATTE TANK,TANK,KARNATAKA,23,27,4.8,6.8,7.7,8.1,450,620,2.0,3.0,0.14,0.30,270,470,2200,3500
3664.0,BASAVANAHALLIKERE TANK,TANK,KARNATAKA,24,28,4.5,6.9,7.7,8.0,390,480,2.2,3.0,0.20,0.25,320,680,2200,4000
3665.0,LINGAPPANAKATTE TANK,TANK,KARNATAKA,23,28,5.1,6.3,7.8,8.1,450,640,2.2,3.0,0.17,0.30,320,780,1600,4000
3666.0,"GANIGARAHOSAHALLIKERE 
TANK",TANK,KARNATAKA,24,28,4.9,7.4,7.8,8.1,410,480,2.0,3.0,0.10,0.20,140,390,920,2800
3667.0,"SATHENAHALLIDODDAKERE 
TANK",TANK,KARNATAKA,24,28,4.8,6.2,7.8,8.1,500,1100,2.0,3.8,0.20,1.10,260,700,1700,5400
3668.0,SOUDRALLI KERE,TANK,KARNATAKA,23,28,5.0,6.4,7.5,8.0,440,760,2.0,3.0,0.10,0.29,210,490,1700,3500
3669.0,PEREMINAHALLI KERE,TANK,KARNATAKA,24,27,4.9,6.2,7.6,7.9,400,560,2.0,3.0,0.10,0.20,170,490,2100,3500
3670.0,INORKATTE KERE,TANK,KARNATAKA,24,27,4.2,7.0,7.5,7.8,340,460,1.8,3.0,0.13,0.25,320,490,1700,2800
3671.0,"HANUMANTHAPURAKATTE 
TANK",TANK,KARNATAKA,24,28,5.2,7.1,7.5,7.7,380,460,2.0,3.0,0.17,0.24,210,400,1300,2800
3672.0,SANKALAPURAKERE TANK,TANK,KARNATAKA,25,28,4.8,5.8,7.5,7.9,410,470,2.0,3.0,0.18,0.23,170,260,1100,1400
3673.0,AVALI KERE,TANK,KARNATAKA,24,28,3.0,4.6,7.6,8.1,1280,1820,4.0,6.0,0.80,1.60,610,940,4600,5400
3674.0,SATHYAMANGALA KERE,TANK,KARNATAKA,24,28,5.2,6.6,7.6,8.0,340,400,2.0,2.6,0.10,0.20,120,400,1100,2200
,,,,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max,Min,Max
3675.0,B KATIHALLI KERE,TANK,KARNATAKA,24,28,5.1,7.2,7.5,8.0,280,420,2.0,2.8,0.16,0.26,140,220,920,1700
3676.0,GAVENAHALLIKERE,TANK,KARNATAKA,23,27,4.9,6.6,7.6,8.2,280,360,2.0,2.6,0.10,0.18,110,270,940,1700
3677.0,"SHARANABAWESHWARA KERE 
TANK",TANK,KARNATAKA,26,31,6.8,7.4,7.5,8.9,938,2296,4.5,16.0,0.10,0.86,700,2200,2800,9200
